Variant,Backend_CC,N,BlockSize,CoreSetName,Ranks,Time_Min_s,Time_Mean_s,Time_Max_s,Comm_Time_s,Comp_Max_s,Comp_Min_s,Imbalance_Ratio,GFLOPS_Min,GFLOPS_Mean,GFLOPS_Reported,Speedup_Mean,Efficiency_Mean,Efficiency_Mean_Pct,Status,Compile_Flags,MPIRUN_Cmd
tiled,icx,6144,128,FIXED,4,9.903859,10.0166,10.240533,0.381243,9.801998,9.3703,1.046071,46.836,46.309,46.835933,3.828245,0.957061,95.71,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_B5Cazb/app
tiled,icx,6144,128,FIXED,8,5.738276,5.9342,6.20646,1.377816,6.04217,4.828637,1.25132,80.836,78.167,74.737686,6.461865,0.807733,80.77,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_B5Cazb/app
tiled,icx,6144,128,FIXED,16,6.501377,7.51917,8.732614,4.318629,7.055069,2.748858,2.566545,71.347,61.69,63.337677,5.099765,0.318735,31.87,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_B5Cazb/app
tiled,icx,6144,128,FIXED,24,5.607618,6.00663,6.322141,2.601638,5.715533,3.480937,1.641953,82.719,77.224,76.165677,6.383946,0.265998,26.6,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_B5Cazb/app
tiled,icx,8192,64,FIXED,1,136.676577,139.329,141.481299,0.113299,136.563278,136.563278,1.0,8.045,7.891,8.044624,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,64,FIXED,2,62.638518,63.0193,63.454099,0.559281,63.244997,62.894818,1.005568,17.553,17.447,17.327669,2.210894,1.105447,110.54,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,64,FIXED,4,30.270437,30.5727,31.023373,0.865561,30.084795,29.40476,1.023127,36.323,35.964,36.322952,4.557301,1.139325,113.93,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,64,FIXED,8,16.685539,17.1913,17.634353,3.410861,17.323378,14.068599,1.231351,65.896,63.957,62.350552,8.104623,1.013078,101.31,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,64,FIXED,16,17.749577,18.687,19.569797,11.676334,19.063632,7.891328,2.41577,61.946,58.838,56.184109,7.455932,0.465996,46.6,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,64,FIXED,24,15.689987,16.0314,16.597375,6.138564,14.461824,10.45834,1.382803,70.077,68.585,66.246118,8.691006,0.362125,36.21,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_zR8516/app
tiled,icx,8192,128,FIXED,1,104.567494,105.376,106.256572,0.112999,106.143574,106.143574,1.0,10.515,10.434,10.347705,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,8192,128,FIXED,2,51.220168,51.6583,52.443918,1.349654,51.105644,49.961051,1.02291,21.466,21.284,21.428503,2.039866,1.019933,101.99,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,8192,128,FIXED,4,25.916111,26.0432,26.166299,0.47608,25.995958,25.68585,1.012073,42.426,42.219,42.020144,4.0462,1.01155,101.16,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,8192,128,FIXED,8,15.517459,15.8503,16.323683,1.535401,15.221954,13.15912,1.156761,70.856,69.369,70.856421,6.648202,0.831025,83.1,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,8192,128,FIXED,16,17.505197,18.3169,19.337884,11.234018,18.893062,7.914311,2.387202,62.811,60.027,56.857908,5.752939,0.359559,35.96,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,8192,128,FIXED,24,15.736526,15.9406,16.154568,6.622129,15.481952,9.532318,1.624154,69.87,68.976,68.061965,6.610542,0.275439,27.54,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=8192 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_fDd25L/app
tiled,icx,10240,64,FIXED,1,157.638293,161.649,163.902842,0.178297,163.226823,163.226823,1.0,13.623,13.285,13.142083,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,64,FIXED,2,80.965056,81.1057,81.272087,0.911525,80.636469,80.053339,1.007284,26.524,26.478,26.523586,1.993066,0.996533,99.65,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,64,FIXED,4,40.6263,42.2223,44.909424,2.667716,40.861021,38.463569,1.06233,52.859,50.861,52.210468,3.828522,0.95713,95.71,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,64,FIXED,8,23.349665,23.6424,23.930345,1.073066,22.869341,22.035086,1.03786,91.971,90.832,91.970641,6.83725,0.854656,85.47,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,64,FIXED,16,17.138517,17.2449,17.340833,2.804307,16.507541,14.166935,1.165216,125.302,124.529,124.453037,9.373728,0.585858,58.59,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,64,FIXED,24,28.415549,28.8419,29.365076,16.295885,27.319592,11.341408,2.408836,75.574,74.457,75.574244,5.604659,0.233527,23.35,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_OnkkZP/app
tiled,icx,10240,128,FIXED,1,176.338937,180.158,184.774104,0.177357,176.16158,176.16158,1.0,12.178,11.92,12.178159,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,10240,128,FIXED,2,90.872694,91.1143,91.486576,4.578676,90.54821,86.293689,1.049303,23.632,23.569,23.631782,1.977275,0.988637,98.86,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,10240,128,FIXED,4,45.43192,45.6837,45.854671,1.393131,45.500997,43.918465,1.036033,47.268,47.008,46.924463,3.943595,0.985899,98.59,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,10240,128,FIXED,8,26.764641,27.3074,28.246281,3.476857,26.438496,22.58345,1.170702,80.236,78.641,79.798827,6.597406,0.824676,82.47,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,10240,128,FIXED,16,26.496486,26.9274,27.286799,12.176821,25.775191,13.872296,1.858033,81.048,79.751,81.047866,6.690509,0.418157,41.82,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,10240,128,FIXED,24,25.964938,26.2297,26.648427,9.918023,24.748341,16.046915,1.542249,82.707,81.872,82.707059,6.868474,0.286186,28.62,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=10240 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_LtL0Ce/app
tiled,icx,12288,64,FIXED,1,412.23577,421.173,431.997844,0.258355,419.026765,419.026765,1.0,9.002,8.811,8.850426,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,64,FIXED,2,169.975291,176.008,180.738329,1.808803,176.874713,175.503263,1.007814,21.832,21.083,20.928358,2.39292,1.19646,119.65,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,64,FIXED,4,93.265698,94.6593,95.430879,3.892996,94.892382,89.961608,1.05481,39.788,39.202,38.946542,4.449357,1.112339,111.23,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,64,FIXED,8,51.038029,53.077,54.669277,6.816395,52.798213,46.707489,1.130401,72.708,69.914,69.330679,7.935132,0.991892,99.19,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,64,FIXED,16,45.96362,47.0697,49.099448,17.169252,45.160818,27.051088,1.669464,80.735,78.837,80.415055,8.947858,0.559241,55.92,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,64,FIXED,24,47.267976,50.3073,53.599258,26.622507,51.933596,26.5816,1.953742,78.507,73.764,69.233268,8.372006,0.348834,34.88,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_2n7GvI/app
tiled,icx,12288,128,FIXED,1,343.935221,348.13,350.333634,0.254367,343.680854,343.680854,1.0,10.789,10.659,10.789391,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,12288,128,FIXED,2,169.372081,169.478,169.646693,5.578039,168.964324,163.837446,1.031292,21.909,21.896,21.903842,2.054131,1.027065,102.71,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,12288,128,FIXED,4,85.212116,85.7933,86.403356,3.904293,85.993516,82.498781,1.042361,43.548,43.253,42.948005,4.057776,1.014444,101.44,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,12288,128,FIXED,8,50.758282,52.0063,53.680735,5.072163,50.103708,44.843225,1.117308,73.108,71.354,73.1083,6.693997,0.83675,83.67,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,12288,128,FIXED,16,56.3589,58.7653,62.434308,18.103397,55.362235,26.469053,2.091584,65.843,63.147,65.843225,5.924074,0.370255,37.03,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,12288,128,FIXED,24,54.151981,54.286,54.366567,23.38193,52.700483,30.700483,1.716601,68.527,68.357,68.290619,6.412887,0.267204,26.72,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_fdvXuJ/app
tiled,icx,15000,64,FIXED,1,363.934801,365.467,366.565399,0.380488,366.184911,366.184911,1.0,18.547,18.47,18.414177,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,64,FIXED,2,187.999667,188.367,189.025119,0.976051,187.299692,187.023616,1.001476,35.904,35.834,35.904319,1.940186,0.970093,97.01,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,64,FIXED,4,103.539679,103.792,104.186663,4.211914,103.092998,99.437245,1.036764,65.192,65.034,65.123539,3.521148,0.880287,88.03,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,64,FIXED,8,54.331568,54.617,54.775811,2.17834,53.766635,52.292723,1.028186,124.237,123.588,123.300668,6.691451,0.836431,83.64,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,64,FIXED,16,48.79839,51.1137,52.39137,21.171025,50.873602,30.372239,1.675003,138.324,132.059,128.838012,7.150079,0.44688,44.69,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,64,FIXED,24,43.042065,44.027,44.731245,11.861462,42.40891,32.577238,1.301796,156.823,153.315,150.901232,8.300974,0.345874,34.59,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_TfZmSa/app
tiled,icx,15000,128,FIXED,1,341.14961,362.493,405.082919,0.381547,340.863408,340.863408,1.0,19.786,18.621,19.780512,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_C54LA9/app
tiled,icx,15000,128,FIXED,2,171.62832,184.605,204.300587,7.008967,177.184957,170.877237,1.036914,39.329,36.565,37.945509,1.963614,0.981807,98.18,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_C54LA9/app
tiled,icx,15000,128,FIXED,4,86.344761,91.3327,101.25707,15.532016,100.692684,85.693871,1.175028,78.175,73.906,66.662012,3.968929,0.992232,99.22,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_C54LA9/app
tiled,icx,15000,128,FIXED,8,50.123602,51.502,53.687953,10.572341,52.705955,43.053341,1.224201,134.667,131.063,125.72653,7.038426,0.879803,87.98,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_C54LA9/app
tiled,icx,15000,128,FIXED,16,49.594473,52.154,57.221164,17.784216,48.12885,25.390883,1.895517,136.104,129.424,136.103877,6.950435,0.434402,43.44,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_C54LA9/app
tiled,icx,15000,128,FIXED,24,47.89005,49.8133,50.863227,20.302199,48.478286,30.37713,1.595881,140.948,135.506,132.708842,7.277032,0.30321,30.32,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_C54LA9/app
